lambda_over_k0,re_integrand,im_integrand
1.3055000000e+00,4.0805834011e+00,-0.0000000000e+00
1.3060000000e+00,3.9575809163e+00,-0.0000000000e+00
1.3065000000e+00,3.8414554317e+00,-0.0000000000e+00
1.3070000000e+00,3.7316456271e+00,-0.0000000000e+00
1.3075000000e+00,3.6276496556e+00,-0.0000000000e+00
1.3080000000e+00,3.5290174705e+00,-0.0000000000e+00
1.3085000000e+00,3.4353443092e+00,-0.0000000000e+00
1.3090000000e+00,3.3462651381e+00,-0.0000000000e+00
1.3095000000e+00,3.2614498944e+00,-0.0000000000e+00
1.3100000000e+00,3.1805993963e+00,-0.0000000000e+00
1.3105000000e+00,3.1034418144e+00,-0.0000000000e+00
1.3110000000e+00,3.0297296149e+00,-0.0000000000e+00
1.3115000000e+00,2.9592369054e+00,-0.0000000000e+00
1.3120000000e+00,2.8917571199e+00,-0.0000000000e+00
1.3125000000e+00,2.8271009953e+00,-0.0000000000e+00
1.3130000000e+00,2.7650947970e+00,-0.0000000000e+00
1.3135000000e+00,2.7055787583e+00,-0.0000000000e+00
1.3140000000e+00,2.6484057039e+00,-0.0000000000e+00
1.3145000000e+00,2.5934398343e+00,-0.0000000000e+00
1.3150000000e+00,2.5405556467e+00,-0.0000000000e+00
1.3155000000e+00,2.4896369775e+00,-0.0000000000e+00
1.3160000000e+00,2.4405761497e+00,-0.0000000000e+00
1.3165000000e+00,2.3932732117e+00,-0.0000000000e+00
1.3170000000e+00,2.3476352562e+00,-0.0000000000e+00
1.3175000000e+00,2.3035758112e+00,-0.0000000000e+00
1.3180000000e+00,2.2610142916e+00,-0.0000000000e+00
1.3185000000e+00,2.2198755069e+00,-0.0000000000e+00
1.3190000000e+00,2.1800892172e+00,-0.0000000000e+00
1.3195000000e+00,2.1415897323e+00,-0.0000000000e+00
1.3200000000e+00,2.1043155494e+00,-0.0000000000e+00
1.3205000000e+00,2.0682090244e+00,-0.0000000000e+00
1.3210000000e+00,2.0332160739e+00,-0.0000000000e+00
1.3215000000e+00,1.9992859051e+00,-0.0000000000e+00
1.3220000000e+00,1.9663707682e+00,-0.0000000000e+00
1.3225000000e+00,1.9344257330e+00,-0.0000000000e+00
1.3230000000e+00,1.9034084829e+00,-0.0000000000e+00
1.3235000000e+00,1.8732791283e+00,-0.0000000000e+00
1.3240000000e+00,1.8440000345e+00,-0.0000000000e+00
1.3245000000e+00,1.8155356649e+00,-0.0000000000e+00
1.3250000000e+00,1.7878524368e+00,-0.0000000000e+00
1.3255000000e+00,1.7609185887e+00,-0.0000000000e+00
1.3260000000e+00,1.7347040588e+00,-0.0000000000e+00
1.3265000000e+00,1.7091803725e+00,-0.0000000000e+00
1.3270000000e+00,1.6843205393e+00,-0.0000000000e+00
1.3275000000e+00,1.6600989573e+00,-0.0000000000e+00
1.3280000000e+00,1.6364913246e+00,-0.0000000000e+00
1.3285000000e+00,1.6134745586e+00,-0.0000000000e+00
1.3290000000e+00,1.5910267197e+00,-0.0000000000e+00
1.3295000000e+00,1.5691269421e+00,-0.0000000000e+00
1.3300000000e+00,1.5477553682e+00,-0.0000000000e+00
1.3305000000e+00,1.5268930891e+00,-0.0000000000e+00
1.3310000000e+00,1.5065220881e+00,-0.0000000000e+00
1.3315000000e+00,1.4866251892e+00,-0.0000000000e+00
1.3320000000e+00,1.4671860079e+00,-0.0000000000e+00
1.3325000000e+00,1.4481889069e+00,-0.0000000000e+00
1.3330000000e+00,1.4296189536e+00,-0.0000000000e+00
1.3335000000e+00,1.4114618807e+00,-0.0000000000e+00
1.3340000000e+00,1.3937040500e+00,-0.0000000000e+00
1.3345000000e+00,1.3763324177e+00,-0.0000000000e+00
1.3350000000e+00,1.3593345025e+00,-0.0000000000e+00
1.3355000000e+00,1.3426983556e+00,-0.0000000000e+00
1.3360000000e+00,1.3264125329e+00,-0.0000000000e+00
1.3365000000e+00,1.3104660678e+00,-0.0000000000e+00
1.3370000000e+00,1.2948484477e+00,-0.0000000000e+00
1.3375000000e+00,1.2795495898e+00,-0.0000000000e+00
1.3380000000e+00,1.2645598198e+00,-0.0000000000e+00
1.3385000000e+00,1.2498698512e+00,-0.0000000000e+00
1.3390000000e+00,1.2354707664e+00,-0.0000000000e+00
1.3395000000e+00,1.2213539982e+00,-0.0000000000e+00
1.3400000000e+00,1.2075113129e+00,-0.0000000000e+00
1.3405000000e+00,1.1939347944e+00,-0.0000000000e+00
1.3410000000e+00,1.1806168286e+00,-0.0000000000e+00
1.3415000000e+00,1.1675500897e+00,-0.0000000000e+00
1.3420000000e+00,1.1547275261e+00,-0.0000000000e+00
1.3425000000e+00,1.1421423481e+00,-0.0000000000e+00
1.3430000000e+00,1.1297880158e+00,-0.0000000000e+00
1.3435000000e+00,1.1176582276e+00,-0.0000000000e+00
1.3440000000e+00,1.1057469092e+00,-0.0000000000e+00
1.3445000000e+00,1.0940482043e+00,-0.0000000000e+00
1.3450000000e+00,1.0825564637e+00,-0.0000000000e+00
1.3455000000e+00,1.0712662374e+00,-0.0000000000e+00
1.3460000000e+00,1.0601722650e+00,-0.0000000000e+00
1.3465000000e+00,1.0492694681e+00,-0.0000000000e+00
1.3470000000e+00,1.0385529420e+00,-0.0000000000e+00
1.3475000000e+00,1.0280179490e+00,-0.0000000000e+00
1.3480000000e+00,1.0176599107e+00,-0.0000000000e+00
1.3485000000e+00,1.0074744017e+00,-0.0000000000e+00
1.3490000000e+00,9.9745714311e-01,-0.0000000000e+00
1.3495000000e+00,9.8760399675e-01,-0.0000000000e+00
1.3500000000e+00,9.7791095919e-01,-0.0000000000e+00
1.3505000000e+00,9.6837415643e-01,-0.0000000000e+00
1.3510000000e+00,9.5898983866e-01,-0.0000000000e+00
1.3515000000e+00,9.4975437535e-01,-0.0000000000e+00
1.3520000000e+00,9.4066425054e-01,-0.0000000000e+00
1.3525000000e+00,9.3171605834e-01,-0.0000000000e+00
1.3530000000e+00,9.2290649867e-01,-0.0000000000e+00
1.3535000000e+00,9.1423237319e-01,-0.0000000000e+00
1.3540000000e+00,9.0569058139e-01,-0.0000000000e+00
1.3545000000e+00,8.9727811688e-01,-0.0000000000e+00
1.3550000000e+00,8.8899206386e-01,-0.0000000000e+00
1.3555000000e+00,8.8082959373e-01,-0.0000000000e+00
1.3560000000e+00,8.7278796183e-01,-0.0000000000e+00
1.3565000000e+00,8.6486450440e-01,-0.0000000000e+00
1.3570000000e+00,8.5705663555e-01,-0.0000000000e+00
1.3575000000e+00,8.4936184451e-01,-0.0000000000e+00
1.3580000000e+00,8.4177769285e-01,-0.0000000000e+00
1.3585000000e+00,8.3430181197e-01,-0.0000000000e+00
1.3590000000e+00,8.2693190054e-01,-0.0000000000e+00
1.3595000000e+00,8.1966572218e-01,-0.0000000000e+00
1.3600000000e+00,8.1250110317e-01,-0.0000000000e+00
1.3605000000e+00,8.0543593027e-01,-0.0000000000e+00
1.3610000000e+00,7.9846814864e-01,-0.0000000000e+00
1.3615000000e+00,7.9159575980e-01,-0.0000000000e+00
1.3620000000e+00,7.8481681977e-01,-0.0000000000e+00
1.3625000000e+00,7.7812943717e-01,-0.0000000000e+00
1.3630000000e+00,7.7153177148e-01,-0.0000000000e+00
1.3635000000e+00,7.6502203136e-01,-0.0000000000e+00
1.3640000000e+00,7.5859847296e-01,-0.0000000000e+00
1.3645000000e+00,7.5225939841e-01,-0.0000000000e+00
1.3650000000e+00,7.4600315429e-01,-0.0000000000e+00
1.3655000000e+00,7.3982813020e-01,-0.0000000000e+00
1.3660000000e+00,7.3373275735e-01,-0.0000000000e+00
1.3665000000e+00,7.2771550725e-01,-0.0000000000e+00
1.3670000000e+00,7.2177489038e-01,-0.0000000000e+00
1.3675000000e+00,7.1590945501e-01,-0.0000000000e+00
1.3680000000e+00,7.1011778598e-01,-0.0000000000e+00
1.3685000000e+00,7.0439850355e-01,-0.0000000000e+00
1.3690000000e+00,6.9875026231e-01,-0.0000000000e+00
1.3695000000e+00,6.9317175012e-01,-0.0000000000e+00
1.3700000000e+00,6.8766168709e-01,-0.0000000000e+00
1.3705000000e+00,6.8221882457e-01,-0.0000000000e+00
1.3710000000e+00,6.7684194425e-01,-0.0000000000e+00
1.3715000000e+00,6.7152985718e-01,-0.0000000000e+00
1.3720000000e+00,6.6628140295e-01,-0.0000000000e+00
1.3725000000e+00,6.6109544882e-01,-0.0000000000e+00
1.3730000000e+00,6.5597088888e-01,-0.0000000000e+00
1.3735000000e+00,6.5090664327e-01,-0.0000000000e+00
1.3740000000e+00,6.4590165745e-01,-0.0000000000e+00
1.3745000000e+00,6.4095490140e-01,-0.0000000000e+00
1.3750000000e+00,6.3606536898e-01,-0.0000000000e+00
1.3755000000e+00,6.3123207717e-01,-0.0000000000e+00
1.3760000000e+00,6.2645406548e-01,-0.0000000000e+00
1.3765000000e+00,6.2173039525e-01,-0.0000000000e+00
1.3770000000e+00,6.1706014909e-01,-0.0000000000e+00
1.3775000000e+00,6.1244243021e-01,-0.0000000000e+00
1.3780000000e+00,6.0787636192e-01,-0.0000000000e+00
1.3785000000e+00,6.0336108700e-01,-0.0000000000e+00
1.3790000000e+00,5.9889576723e-01,-0.0000000000e+00
1.3795000000e+00,5.9447958281e-01,-0.0000000000e+00
1.3800000000e+00,5.9011173188e-01,-0.0000000000e+00
1.3805000000e+00,5.8579143004e-01,-0.0000000000e+00
1.3810000000e+00,5.8151790987e-01,-0.0000000000e+00
1.3815000000e+00,5.7729042045e-01,-0.0000000000e+00
1.3820000000e+00,5.7310822698e-01,-0.0000000000e+00
1.3825000000e+00,5.6897061026e-01,-0.0000000000e+00
1.3830000000e+00,5.6487686637e-01,-0.0000000000e+00
1.3835000000e+00,5.6082630620e-01,-0.0000000000e+00
1.3840000000e+00,5.5681825509e-01,-0.0000000000e+00
1.3845000000e+00,5.5285205246e-01,-0.0000000000e+00
1.3850000000e+00,5.4892705142e-01,-0.0000000000e+00
1.3855000000e+00,5.4504261844e-01,-0.0000000000e+00
1.3860000000e+00,5.4119813299e-01,-0.0000000000e+00
1.3865000000e+00,5.3739298722e-01,-0.0000000000e+00
1.3870000000e+00,5.3362658565e-01,-0.0000000000e+00
1.3875000000e+00,5.2989834480e-01,-0.0000000000e+00
1.3880000000e+00,5.2620769296e-01,-0.0000000000e+00
1.3885000000e+00,5.2255406987e-01,-0.0000000000e+00
1.3890000000e+00,5.1893692640e-01,-0.0000000000e+00
1.3895000000e+00,5.1535572433e-01,-0.0000000000e+00
1.3900000000e+00,5.1180993603e-01,-0.0000000000e+00
1.3905000000e+00,5.0829904426e-01,-0.0000000000e+00
1.3910000000e+00,5.0482254183e-01,-0.0000000000e+00
1.3915000000e+00,5.0137993145e-01,-0.0000000000e+00
1.3920000000e+00,4.9797072543e-01,-0.0000000000e+00
1.3925000000e+00,4.9459444546e-01,-0.0000000000e+00
1.3930000000e+00,4.9125062240e-01,-0.0000000000e+00
1.3935000000e+00,4.8793879606e-01,-0.0000000000e+00
1.3940000000e+00,4.8465851495e-01,-0.0000000000e+00
1.3945000000e+00,4.8140933613e-01,-0.0000000000e+00
1.3950000000e+00,4.7819082498e-01,-0.0000000000e+00
1.3955000000e+00,4.7500255501e-01,-0.0000000000e+00
1.3960000000e+00,4.7184410767e-01,-0.0000000000e+00
1.3965000000e+00,4.6871507215e-01,-0.0000000000e+00
1.3970000000e+00,4.6561504524e-01,-0.0000000000e+00
1.3975000000e+00,4.6254363111e-01,-0.0000000000e+00
1.3980000000e+00,4.5950044119e-01,-0.0000000000e+00
1.3985000000e+00,4.5648509395e-01,-0.0000000000e+00
1.3990000000e+00,4.5349721480e-01,-0.0000000000e+00
1.3995000000e+00,4.5053643587e-01,-0.0000000000e+00
1.4000000000e+00,4.4760239592e-01,-0.0000000000e+00
1.4005000000e+00,4.4469474015e-01,-0.0000000000e+00
1.4010000000e+00,4.4181312007e-01,-0.0000000000e+00
1.4015000000e+00,4.3895719337e-01,-0.0000000000e+00
1.4020000000e+00,4.3612662376e-01,-0.0000000000e+00
1.4025000000e+00,4.3332108086e-01,-0.0000000000e+00
1.4030000000e+00,4.3054024007e-01,-0.0000000000e+00
1.4035000000e+00,4.2778378243e-01,-0.0000000000e+00
1.4040000000e+00,4.2505139450e-01,-0.0000000000e+00
1.4045000000e+00,4.2234276825e-01,-0.0000000000e+00
1.4050000000e+00,4.1965760095e-01,-0.0000000000e+00
1.4055000000e+00,4.1699559503e-01,-0.0000000000e+00
1.4060000000e+00,4.1435645801e-01,-0.0000000000e+00
1.4065000000e+00,4.1173990233e-01,-0.0000000000e+00
1.4070000000e+00,4.0914564532e-01,-0.0000000000e+00
1.4075000000e+00,4.0657340904e-01,-0.0000000000e+00
1.4080000000e+00,4.0402292022e-01,-0.0000000000e+00
1.4085000000e+00,4.0149391014e-01,-0.0000000000e+00
1.4090000000e+00,3.9898611453e-01,-0.0000000000e+00
1.4095000000e+00,3.9649927350e-01,-0.0000000000e+00
1.4100000000e+00,3.9403313143e-01,-0.0000000000e+00
1.4105000000e+00,3.9158743690e-01,-0.0000000000e+00
1.4110000000e+00,3.8916194259e-01,-0.0000000000e+00
1.4115000000e+00,3.8675640520e-01,-0.0000000000e+00
1.4120000000e+00,3.8437058538e-01,-0.0000000000e+00
1.4125000000e+00,3.8200424762e-01,-0.0000000000e+00
1.4130000000e+00,3.7965716021e-01,-0.0000000000e+00
1.4135000000e+00,3.7732909515e-01,-0.0000000000e+00
1.4140000000e+00,3.7501982807e-01,-0.0000000000e+00
1.4145000000e+00,3.7272913814e-01,-0.0000000000e+00
1.4150000000e+00,3.7045680806e-01,-0.0000000000e+00
1.4155000000e+00,3.6820262391e-01,-0.0000000000e+00
1.4160000000e+00,3.6596637516e-01,-0.0000000000e+00
1.4165000000e+00,3.6374785454e-01,-0.0000000000e+00
1.4170000000e+00,3.6154685804e-01,-0.0000000000e+00
1.4175000000e+00,3.5936318477e-01,-0.0000000000e+00
1.4180000000e+00,3.5719663698e-01,-0.0000000000e+00
1.4185000000e+00,3.5504701994e-01,-0.0000000000e+00
1.4190000000e+00,3.5291414190e-01,-0.0000000000e+00
1.4195000000e+00,3.5079781405e-01,-0.0000000000e+00
1.4200000000e+00,3.4869785045e-01,-0.0000000000e+00
1.4205000000e+00,3.4661406796e-01,-0.0000000000e+00
1.4210000000e+00,3.4454628623e-01,-0.0000000000e+00
1.4215000000e+00,3.4249432760e-01,-0.0000000000e+00
1.4220000000e+00,3.4045801706e-01,-0.0000000000e+00
1.4225000000e+00,3.3843718225e-01,-0.0000000000e+00
1.4230000000e+00,3.3643165334e-01,-0.0000000000e+00
1.4235000000e+00,3.3444126302e-01,-0.0000000000e+00
1.4240000000e+00,3.3246584644e-01,-0.0000000000e+00
1.4245000000e+00,3.3050524121e-01,-0.0000000000e+00
1.4250000000e+00,3.2855928727e-01,-0.0000000000e+00
1.4255000000e+00,3.2662782692e-01,-0.0000000000e+00
1.4260000000e+00,3.2471070476e-01,-0.0000000000e+00
1.4265000000e+00,3.2280776761e-01,-0.0000000000e+00
1.4270000000e+00,3.2091886454e-01,-0.0000000000e+00
1.4275000000e+00,3.1904384675e-01,-0.0000000000e+00
1.4280000000e+00,3.1718256761e-01,-0.0000000000e+00
1.4285000000e+00,3.1533488255e-01,-0.0000000000e+00
1.4290000000e+00,3.1350064907e-01,-0.0000000000e+00
1.4295000000e+00,3.1167972670e-01,-0.0000000000e+00
1.4300000000e+00,3.0987197693e-01,-0.0000000000e+00
1.4305000000e+00,3.0807726323e-01,-0.0000000000e+00
1.4310000000e+00,3.0629545094e-01,-0.0000000000e+00
1.4315000000e+00,3.0452640733e-01,-0.0000000000e+00
1.4320000000e+00,3.0277000149e-01,-0.0000000000e+00
1.4325000000e+00,3.0102610433e-01,-0.0000000000e+00
1.4330000000e+00,2.9929458854e-01,-0.0000000000e+00
1.4335000000e+00,2.9757532857e-01,-0.0000000000e+00
1.4340000000e+00,2.9586820061e-01,-0.0000000000e+00
1.4345000000e+00,2.9417308251e-01,-0.0000000000e+00
1.4350000000e+00,2.9248985381e-01,-0.0000000000e+00
1.4355000000e+00,2.9081839568e-01,-0.0000000000e+00
1.4360000000e+00,2.8915859089e-01,-0.0000000000e+00
1.4365000000e+00,2.8751032382e-01,-0.0000000000e+00
1.4370000000e+00,2.8587348037e-01,-0.0000000000e+00
1.4375000000e+00,2.8424794798e-01,-0.0000000000e+00
1.4380000000e+00,2.8263361562e-01,-0.0000000000e+00
1.4385000000e+00,2.8103037370e-01,-0.0000000000e+00
1.4390000000e+00,2.7943811410e-01,-0.0000000000e+00
1.4395000000e+00,2.7785673014e-01,-0.0000000000e+00
1.4400000000e+00,2.7628611653e-01,-0.0000000000e+00
1.4405000000e+00,2.7472616937e-01,-0.0000000000e+00
1.4410000000e+00,2.7317678612e-01,-0.0000000000e+00
1.4415000000e+00,2.7163786557e-01,-0.0000000000e+00
1.4420000000e+00,2.7010930785e-01,-0.0000000000e+00
1.4425000000e+00,2.6859101436e-01,-0.0000000000e+00
1.4430000000e+00,2.6708288777e-01,-0.0000000000e+00
1.4435000000e+00,2.6558483204e-01,-0.0000000000e+00
1.4440000000e+00,2.6409675231e-01,-0.0000000000e+00
1.4445000000e+00,2.6261855499e-01,-0.0000000000e+00
1.4450000000e+00,2.6115014763e-01,-0.0000000000e+00
1.4455000000e+00,2.5969143900e-01,-0.0000000000e+00
1.4460000000e+00,2.5824233900e-01,-0.0000000000e+00
1.4465000000e+00,2.5680275867e-01,-0.0000000000e+00
1.4470000000e+00,2.5537261019e-01,-0.0000000000e+00
1.4475000000e+00,2.5395180680e-01,-0.0000000000e+00
1.4480000000e+00,2.5254026288e-01,-0.0000000000e+00
1.4485000000e+00,2.5113789383e-01,-0.0000000000e+00
1.4490000000e+00,2.4974461612e-01,-0.0000000000e+00
1.4495000000e+00,2.4836034728e-01,-0.0000000000e+00
1.4500000000e+00,2.4698500581e-01,-0.0000000000e+00
1.4505000000e+00,2.4561851124e-01,-0.0000000000e+00
1.4510000000e+00,2.4426078410e-01,-0.0000000000e+00
1.4515000000e+00,2.4291174588e-01,-0.0000000000e+00
1.4520000000e+00,2.4157131901e-01,-0.0000000000e+00
1.4525000000e+00,2.4023942689e-01,-0.0000000000e+00
1.4530000000e+00,2.3891599383e-01,-0.0000000000e+00
1.4535000000e+00,2.3760094508e-01,-0.0000000000e+00
1.4540000000e+00,2.3629420675e-01,-0.0000000000e+00
1.4545000000e+00,2.3499570588e-01,-0.0000000000e+00
1.4550000000e+00,2.3370537036e-01,-0.0000000000e+00
1.4555000000e+00,2.3242312895e-01,-0.0000000000e+00
1.4560000000e+00,2.3114891124e-01,-0.0000000000e+00
1.4565000000e+00,2.2988264768e-01,-0.0000000000e+00
1.4570000000e+00,2.2862426953e-01,-0.0000000000e+00
1.4575000000e+00,2.2737370886e-01,-0.0000000000e+00
1.4580000000e+00,2.2613089855e-01,-0.0000000000e+00
1.4585000000e+00,2.2489577224e-01,-0.0000000000e+00
1.4590000000e+00,2.2366826439e-01,-0.0000000000e+00
1.4595000000e+00,2.2244831018e-01,-0.0000000000e+00
1.4600000000e+00,2.2123584556e-01,-0.0000000000e+00
1.4605000000e+00,2.2003080723e-01,-0.0000000000e+00
1.4610000000e+00,2.1883313262e-01,-0.0000000000e+00
1.4615000000e+00,2.1764275986e-01,-0.0000000000e+00
1.4620000000e+00,2.1645962782e-01,-0.0000000000e+00
1.4625000000e+00,2.1528367604e-01,-0.0000000000e+00
1.4630000000e+00,2.1411484477e-01,-0.0000000000e+00
1.4635000000e+00,2.1295307495e-01,-0.0000000000e+00
1.4640000000e+00,2.1179830816e-01,-0.0000000000e+00
1.4645000000e+00,2.1065048666e-01,-0.0000000000e+00
1.4650000000e+00,2.0950955335e-01,-0.0000000000e+00
1.4655000000e+00,2.0837545180e-01,-0.0000000000e+00
1.4660000000e+00,2.0724812618e-01,-0.0000000000e+00
1.4665000000e+00,2.0612752130e-01,-0.0000000000e+00
1.4670000000e+00,2.0501358259e-01,-0.0000000000e+00
1.4675000000e+00,2.0390625607e-01,-0.0000000000e+00
1.4680000000e+00,2.0280548838e-01,-0.0000000000e+00
1.4685000000e+00,2.0171122673e-01,-0.0000000000e+00
1.4690000000e+00,2.0062341892e-01,-0.0000000000e+00
1.4695000000e+00,1.9954201334e-01,-0.0000000000e+00
1.4700000000e+00,1.9846695892e-01,-0.0000000000e+00
1.4705000000e+00,1.9739820516e-01,-0.0000000000e+00
1.4710000000e+00,1.9633570211e-01,-0.0000000000e+00
1.4715000000e+00,1.9527940037e-01,-0.0000000000e+00
1.4720000000e+00,1.9422925106e-01,-0.0000000000e+00
1.4725000000e+00,1.9318520585e-01,-0.0000000000e+00
1.4730000000e+00,1.9214721690e-01,-0.0000000000e+00
1.4735000000e+00,1.9111523692e-01,-0.0000000000e+00
1.4740000000e+00,1.9008921910e-01,-0.0000000000e+00
1.4745000000e+00,1.8906911715e-01,-0.0000000000e+00
1.4750000000e+00,1.8805488525e-01,-0.0000000000e+00
1.4755000000e+00,1.8704647810e-01,-0.0000000000e+00
1.4760000000e+00,1.8604385084e-01,-0.0000000000e+00
1.4765000000e+00,1.8504695912e-01,-0.0000000000e+00
1.4770000000e+00,1.8405575904e-01,-0.0000000000e+00
1.4775000000e+00,1.8307020717e-01,-0.0000000000e+00
1.4780000000e+00,1.8209026052e-01,-0.0000000000e+00
1.4785000000e+00,1.8111587658e-01,-0.0000000000e+00
1.4790000000e+00,1.8014701324e-01,-0.0000000000e+00
1.4795000000e+00,1.7918362887e-01,-0.0000000000e+00
1.4800000000e+00,1.7822568225e-01,-0.0000000000e+00
1.4805000000e+00,1.7727313259e-01,-0.0000000000e+00
1.4810000000e+00,1.7632593952e-01,-0.0000000000e+00
1.4815000000e+00,1.7538406308e-01,-0.0000000000e+00
1.4820000000e+00,1.7444746375e-01,-0.0000000000e+00
1.4825000000e+00,1.7351610237e-01,-0.0000000000e+00
1.4830000000e+00,1.7258994021e-01,-0.0000000000e+00
1.4835000000e+00,1.7166893893e-01,-0.0000000000e+00
1.4840000000e+00,1.7075306058e-01,-0.0000000000e+00
1.4845000000e+00,1.6984226757e-01,-0.0000000000e+00
1.4850000000e+00,1.6893652273e-01,-0.0000000000e+00
1.4855000000e+00,1.6803578923e-01,-0.0000000000e+00
1.4860000000e+00,1.6714003064e-01,-0.0000000000e+00
1.4865000000e+00,1.6624921087e-01,-0.0000000000e+00
1.4870000000e+00,1.6536329420e-01,-0.0000000000e+00
1.4875000000e+00,1.6448224527e-01,-0.0000000000e+00
1.4880000000e+00,1.6360602907e-01,-0.0000000000e+00
1.4885000000e+00,1.6273461093e-01,-0.0000000000e+00
1.4890000000e+00,1.6186795653e-01,-0.0000000000e+00
1.4895000000e+00,1.6100603189e-01,-0.0000000000e+00
1.4900000000e+00,1.6014880337e-01,-0.0000000000e+00
1.4905000000e+00,1.5929623763e-01,-0.0000000000e+00
1.4910000000e+00,1.5844830170e-01,-0.0000000000e+00
1.4915000000e+00,1.5760496291e-01,-0.0000000000e+00
1.4920000000e+00,1.5676618889e-01,-0.0000000000e+00
1.4925000000e+00,1.5593194762e-01,-0.0000000000e+00
1.4930000000e+00,1.5510220737e-01,-0.0000000000e+00
1.4935000000e+00,1.5427693672e-01,-0.0000000000e+00
1.4940000000e+00,1.5345610455e-01,-0.0000000000e+00
1.4945000000e+00,1.5263968005e-01,-0.0000000000e+00
1.4950000000e+00,1.5182763270e-01,-0.0000000000e+00
1.4955000000e+00,1.5101993226e-01,-0.0000000000e+00
1.4960000000e+00,1.5021654879e-01,-0.0000000000e+00
1.4965000000e+00,1.4941745265e-01,-0.0000000000e+00
1.4970000000e+00,1.4862261445e-01,-0.0000000000e+00
1.4975000000e+00,1.4783200510e-01,-0.0000000000e+00
1.4980000000e+00,1.4704559578e-01,-0.0000000000e+00
1.4985000000e+00,1.4626335794e-01,-0.0000000000e+00
1.4990000000e+00,1.4548526329e-01,-0.0000000000e+00
1.4995000000e+00,1.4471128384e-01,-0.0000000000e+00
1.5000000000e+00,1.4394139181e-01,-0.0000000000e+00
1.5005000000e+00,1.4317555973e-01,-0.0000000000e+00
1.5010000000e+00,1.4241376034e-01,-0.0000000000e+00
1.5015000000e+00,1.4165596667e-01,-0.0000000000e+00
1.5020000000e+00,1.4090215197e-01,-0.0000000000e+00
1.5025000000e+00,1.4015228977e-01,-0.0000000000e+00
1.5030000000e+00,1.3940635382e-01,-0.0000000000e+00
1.5035000000e+00,1.3866431811e-01,-0.0000000000e+00
1.5040000000e+00,1.3792615688e-01,-0.0000000000e+00
1.5045000000e+00,1.3719184461e-01,-0.0000000000e+00
1.5050000000e+00,1.3646135599e-01,-0.0000000000e+00
1.5055000000e+00,1.3573466597e-01,-0.0000000000e+00
1.5060000000e+00,1.3501174971e-01,-0.0000000000e+00
1.5065000000e+00,1.3429258259e-01,-0.0000000000e+00
1.5070000000e+00,1.3357714023e-01,-0.0000000000e+00
1.5075000000e+00,1.3286539846e-01,-0.0000000000e+00
1.5080000000e+00,1.3215733332e-01,-0.0000000000e+00
1.5085000000e+00,1.3145292109e-01,-0.0000000000e+00
1.5090000000e+00,1.3075213823e-01,-0.0000000000e+00
1.5095000000e+00,1.3005496142e-01,-0.0000000000e+00
1.5100000000e+00,1.2936136758e-01,-0.0000000000e+00
1.5105000000e+00,1.2867133379e-01,-0.0000000000e+00
1.5110000000e+00,1.2798483735e-01,-0.0000000000e+00
1.5115000000e+00,1.2730185578e-01,-0.0000000000e+00
1.5120000000e+00,1.2662236677e-01,-0.0000000000e+00
1.5125000000e+00,1.2594634821e-01,-0.0000000000e+00
1.5130000000e+00,1.2527377821e-01,-0.0000000000e+00
1.5135000000e+00,1.2460463505e-01,-0.0000000000e+00
1.5140000000e+00,1.2393889720e-01,-0.0000000000e+00
1.5145000000e+00,1.2327654332e-01,-0.0000000000e+00
1.5150000000e+00,1.2261755226e-01,-0.0000000000e+00
1.5155000000e+00,1.2196190305e-01,-0.0000000000e+00
1.5160000000e+00,1.2130957492e-01,-0.0000000000e+00
1.5165000000e+00,1.2066054723e-01,-0.0000000000e+00
1.5170000000e+00,1.2001479958e-01,-0.0000000000e+00
1.5175000000e+00,1.1937231171e-01,-0.0000000000e+00
1.5180000000e+00,1.1873306352e-01,-0.0000000000e+00
1.5185000000e+00,1.1809703513e-01,-0.0000000000e+00
1.5190000000e+00,1.1746420678e-01,-0.0000000000e+00
1.5195000000e+00,1.1683455892e-01,-0.0000000000e+00
1.5200000000e+00,1.1620807212e-01,-0.0000000000e+00
1.5205000000e+00,1.1558472717e-01,-0.0000000000e+00
1.5210000000e+00,1.1496450498e-01,-0.0000000000e+00
1.5215000000e+00,1.1434738663e-01,-0.0000000000e+00
1.5220000000e+00,1.1373335337e-01,-0.0000000000e+00
1.5225000000e+00,1.1312238661e-01,-0.0000000000e+00
1.5230000000e+00,1.1251446790e-01,-0.0000000000e+00
1.5235000000e+00,1.1190957895e-01,-0.0000000000e+00
1.5240000000e+00,1.1130770163e-01,-0.0000000000e+00
1.5245000000e+00,1.1070881795e-01,-0.0000000000e+00
1.5250000000e+00,1.1011291008e-01,-0.0000000000e+00
1.5255000000e+00,1.0951996033e-01,-0.0000000000e+00
1.5260000000e+00,1.0892995117e-01,-0.0000000000e+00
1.5265000000e+00,1.0834286519e-01,-0.0000000000e+00
1.5270000000e+00,1.0775868515e-01,-0.0000000000e+00
1.5275000000e+00,1.0717739393e-01,-0.0000000000e+00
1.5280000000e+00,1.0659897456e-01,-0.0000000000e+00
1.5285000000e+00,1.0602341022e-01,-0.0000000000e+00
1.5290000000e+00,1.0545068420e-01,-0.0000000000e+00
1.5295000000e+00,1.0488077996e-01,-0.0000000000e+00
1.5300000000e+00,1.0431368106e-01,-0.0000000000e+00
