lambda_over_k0,abs_d_te
1.4275000000e+00,4.0562371518e+02
1.4280000000e+00,4.0584490601e+02
1.4285000000e+00,4.0606606668e+02
1.4290000000e+00,4.0628719729e+02
1.4295000000e+00,4.0650829793e+02
1.4300000000e+00,4.0672936870e+02
1.4305000000e+00,4.0695040970e+02
1.4310000000e+00,4.0717142102e+02
1.4315000000e+00,4.0739240275e+02
1.4320000000e+00,4.0761335498e+02
1.4325000000e+00,4.0783427782e+02
1.4330000000e+00,4.0805517135e+02
1.4335000000e+00,4.0827603567e+02
1.4340000000e+00,4.0849687087e+02
1.4345000000e+00,4.0871767705e+02
1.4350000000e+00,4.0893845429e+02
1.4355000000e+00,4.0915920268e+02
1.4360000000e+00,4.0937992233e+02
1.4365000000e+00,4.0960061332e+02
1.4370000000e+00,4.0982127574e+02
1.4375000000e+00,4.1004190968e+02
1.4380000000e+00,4.1026251523e+02
1.4385000000e+00,4.1048309249e+02
1.4390000000e+00,4.1070364154e+02
1.4395000000e+00,4.1092416248e+02
1.4400000000e+00,4.1114465538e+02
1.4405000000e+00,4.1136512035e+02
1.4410000000e+00,4.1158555747e+02
1.4415000000e+00,4.1180596682e+02
1.4420000000e+00,4.1202634851e+02
1.4425000000e+00,4.1224670260e+02
1.4430000000e+00,4.1246702920e+02
1.4435000000e+00,4.1268732839e+02
1.4440000000e+00,4.1290760026e+02
1.4445000000e+00,4.1312784489e+02
1.4450000000e+00,4.1334806237e+02
1.4455000000e+00,4.1356825279e+02
1.4460000000e+00,4.1378841623e+02
1.4465000000e+00,4.1400855278e+02
1.4470000000e+00,4.1422866252e+02
1.4475000000e+00,4.1444874554e+02
1.4480000000e+00,4.1466880193e+02
1.4485000000e+00,4.1488883176e+02
1.4490000000e+00,4.1510883513e+02
1.4495000000e+00,4.1532881211e+02
1.4500000000e+00,4.1554876279e+02
1.4505000000e+00,4.1576868726e+02
1.4510000000e+00,4.1598858560e+02
1.4515000000e+00,4.1620845789e+02
1.4520000000e+00,4.1642830421e+02
1.4525000000e+00,4.1664812464e+02
1.4530000000e+00,4.1686791928e+02
1.4535000000e+00,4.1708768819e+02
1.4540000000e+00,4.1730743147e+02
1.4545000000e+00,4.1752714919e+02
1.4550000000e+00,4.1774684144e+02
1.4555000000e+00,4.1796650829e+02
1.4560000000e+00,4.1818614983e+02
1.4565000000e+00,4.1840576614e+02
1.4570000000e+00,4.1862535729e+02
1.4575000000e+00,4.1884492337e+02
1.4580000000e+00,4.1906446446e+02
1.4585000000e+00,4.1928398064e+02
1.4590000000e+00,4.1950347198e+02
1.4595000000e+00,4.1972293857e+02
1.4600000000e+00,4.1994238048e+02
1.4605000000e+00,4.2016179779e+02
1.4610000000e+00,4.2038119058e+02
1.4615000000e+00,4.2060055893e+02
1.4620000000e+00,4.2081990292e+02
1.4625000000e+00,4.2103922262e+02
1.4630000000e+00,4.2125851812e+02
1.4635000000e+00,4.2147778948e+02
1.4640000000e+00,4.2169703679e+02
1.4645000000e+00,4.2191626011e+02
1.4650000000e+00,4.2213545954e+02
1.4655000000e+00,4.2235463514e+02
1.4660000000e+00,4.2257378699e+02
1.4665000000e+00,4.2279291517e+02
1.4670000000e+00,4.2301201975e+02
1.4675000000e+00,4.2323110080e+02
1.4680000000e+00,4.2345015841e+02
1.4685000000e+00,4.2366919264e+02
1.4690000000e+00,4.2388820358e+02
1.4695000000e+00,4.2410719128e+02
1.4700000000e+00,4.2432615584e+02
1.4705000000e+00,4.2454509732e+02
1.4710000000e+00,4.2476401580e+02
1.4715000000e+00,4.2498291135e+02
1.4720000000e+00,4.2520178404e+02
1.4725000000e+00,4.2542063394e+02
1.4730000000e+00,4.2563946114e+02
1.4735000000e+00,4.2585826569e+02
1.4740000000e+00,4.2607704768e+02
1.4745000000e+00,4.2629580718e+02
1.4750000000e+00,4.2651454425e+02
1.4755000000e+00,4.2673325897e+02
1.4760000000e+00,4.2695195141e+02
1.4765000000e+00,4.2717062164e+02
1.4770000000e+00,4.2738926974e+02
1.4775000000e+00,4.2760789577e+02
1.4780000000e+00,4.2782649980e+02
1.4785000000e+00,4.2804508191e+02
1.4790000000e+00,4.2826364216e+02
1.4795000000e+00,4.2848218063e+02
1.4800000000e+00,4.2870069738e+02
1.4805000000e+00,4.2891919248e+02
1.4810000000e+00,4.2913766601e+02
1.4815000000e+00,4.2935611803e+02
1.4820000000e+00,4.2957454861e+02
1.4825000000e+00,4.2979295782e+02
1.4830000000e+00,4.3001134572e+02
1.4835000000e+00,4.3022971240e+02
1.4840000000e+00,4.3044805790e+02
1.4845000000e+00,4.3066638231e+02
1.4850000000e+00,4.3088468569e+02
1.4855000000e+00,4.3110296811e+02
1.4860000000e+00,4.3132122963e+02
1.4865000000e+00,4.3153947032e+02
1.4870000000e+00,4.3175769025e+02
1.4875000000e+00,4.3197588949e+02
1.4880000000e+00,4.3219406809e+02
1.4885000000e+00,4.3241222614e+02
1.4890000000e+00,4.3263036368e+02
1.4895000000e+00,4.3284848080e+02
1.4900000000e+00,4.3306657756e+02
1.4905000000e+00,4.3328465401e+02
1.4910000000e+00,4.3350271023e+02
1.4915000000e+00,4.3372074628e+02
1.4920000000e+00,4.3393876222e+02
1.4925000000e+00,4.3415675813e+02
1.4930000000e+00,4.3437473406e+02
1.4935000000e+00,4.3459269009e+02
1.4940000000e+00,4.3481062626e+02
1.4945000000e+00,4.3502854265e+02
1.4950000000e+00,4.3524643933e+02
1.4955000000e+00,4.3546431635e+02
1.4960000000e+00,4.3568217377e+02
1.4965000000e+00,4.3590001167e+02
1.4970000000e+00,4.3611783011e+02
1.4975000000e+00,4.3633562914e+02
1.4980000000e+00,4.3655340883e+02
1.4985000000e+00,4.3677116924e+02
1.4990000000e+00,4.3698891044e+02
1.4995000000e+00,4.3720663248e+02
1.5000000000e+00,4.3742433544e+02
1.5005000000e+00,4.3764201936e+02
1.5010000000e+00,4.3785968431e+02
1.5015000000e+00,4.3807733036e+02
1.5020000000e+00,4.3829495757e+02
1.5025000000e+00,4.3851256599e+02
1.5030000000e+00,4.3873015568e+02
1.5035000000e+00,4.3894772671e+02
1.5040000000e+00,4.3916527914e+02
1.5045000000e+00,4.3938281303e+02
1.5050000000e+00,4.3960032844e+02
1.5055000000e+00,4.3981782542e+02
1.5060000000e+00,4.4003530404e+02
1.5065000000e+00,4.4025276436e+02
1.5070000000e+00,4.4047020644e+02
1.5075000000e+00,4.4068763033e+02
1.5080000000e+00,4.4090503609e+02
1.5085000000e+00,4.4112242379e+02
1.5090000000e+00,4.4133979349e+02
1.5095000000e+00,4.4155714523e+02
1.5100000000e+00,4.4177447909e+02
1.5105000000e+00,4.4199179511e+02
1.5110000000e+00,4.4220909336e+02
1.5115000000e+00,4.4242637389e+02
1.5120000000e+00,4.4264363677e+02
1.5125000000e+00,4.4286088204e+02
1.5130000000e+00,4.4307810977e+02
1.5135000000e+00,4.4329532002e+02
1.5140000000e+00,4.4351251284e+02
1.5145000000e+00,4.4372968828e+02
1.5150000000e+00,4.4394684641e+02
1.5155000000e+00,4.4416398728e+02
1.5160000000e+00,4.4438111095e+02
1.5165000000e+00,4.4459821747e+02
1.5170000000e+00,4.4481530691e+02
1.5175000000e+00,4.4503237931e+02
1.5180000000e+00,4.4524943473e+02
1.5185000000e+00,4.4546647323e+02
1.5190000000e+00,4.4568349486e+02
1.5195000000e+00,4.4590049968e+02
1.5200000000e+00,4.4611748775e+02
1.5205000000e+00,4.4633445911e+02
1.5210000000e+00,4.4655141383e+02
1.5215000000e+00,4.4676835196e+02
1.5220000000e+00,4.4698527355e+02
1.5225000000e+00,4.4720217865e+02
1.5230000000e+00,4.4741906733e+02
1.5235000000e+00,4.4763593963e+02
1.5240000000e+00,4.4785279562e+02
1.5245000000e+00,4.4806963533e+02
1.5250000000e+00,4.4828645883e+02
1.5255000000e+00,4.4850326618e+02
1.5260000000e+00,4.4872005741e+02
1.5265000000e+00,4.4893683260e+02
1.5270000000e+00,4.4915359178e+02
1.5275000000e+00,4.4937033502e+02
1.5280000000e+00,4.4958706236e+02
1.5285000000e+00,4.4980377386e+02
1.5290000000e+00,4.5002046957e+02
1.5295000000e+00,4.5023714954e+02
1.5300000000e+00,4.5045381383e+02
1.5305000000e+00,4.5067046248e+02
1.5310000000e+00,4.5088709556e+02
1.5315000000e+00,4.5110371310e+02
1.5320000000e+00,4.5132031517e+02
1.5325000000e+00,4.5153690181e+02
1.5330000000e+00,4.5175347307e+02
1.5335000000e+00,4.5197002901e+02
1.5340000000e+00,4.5218656967e+02
1.5345000000e+00,4.5240309512e+02
1.5350000000e+00,4.5261960539e+02
1.5355000000e+00,4.5283610054e+02
1.5360000000e+00,4.5305258062e+02
1.5365000000e+00,4.5326904568e+02
1.5370000000e+00,4.5348549577e+02
1.5375000000e+00,4.5370193094e+02
1.5380000000e+00,4.5391835124e+02
1.5385000000e+00,4.5413475671e+02
1.5390000000e+00,4.5435114742e+02
1.5395000000e+00,4.5456752340e+02
1.5400000000e+00,4.5478388471e+02
1.5405000000e+00,4.5500023140e+02
1.5410000000e+00,4.5521656352e+02
1.5415000000e+00,4.5543288110e+02
1.5420000000e+00,4.5564918422e+02
1.5425000000e+00,4.5586547290e+02
1.5430000000e+00,4.5608174720e+02
1.5435000000e+00,4.5629800718e+02
1.5440000000e+00,4.5651425287e+02
1.5445000000e+00,4.5673048432e+02
1.5450000000e+00,4.5694670159e+02
1.5455000000e+00,4.5716290472e+02
1.5460000000e+00,4.5737909375e+02
1.5465000000e+00,4.5759526875e+02
1.5470000000e+00,4.5781142975e+02
1.5475000000e+00,4.5802757679e+02
1.5480000000e+00,4.5824370994e+02
1.5485000000e+00,4.5845982923e+02
1.5490000000e+00,4.5867593471e+02
1.5495000000e+00,4.5889202643e+02
1.5500000000e+00,4.5910810444e+02
1.5505000000e+00,4.5932416878e+02
1.5510000000e+00,4.5954021950e+02
1.5515000000e+00,4.5975625664e+02
1.5520000000e+00,4.5997228025e+02
1.5525000000e+00,4.6018829038e+02
1.5530000000e+00,4.6040428707e+02
1.5535000000e+00,4.6062027037e+02
1.5540000000e+00,4.6083624032e+02
1.5545000000e+00,4.6105219698e+02
1.5550000000e+00,4.6126814038e+02
1.5555000000e+00,4.6148407056e+02
1.5560000000e+00,4.6169998759e+02
1.5565000000e+00,4.6191589149e+02
1.5570000000e+00,4.6213178232e+02
1.5575000000e+00,4.6234766012e+02
1.5580000000e+00,4.6256352493e+02
1.5585000000e+00,4.6277937681e+02
1.5590000000e+00,4.6299521578e+02
1.5595000000e+00,4.6321104191e+02
1.5600000000e+00,4.6342685522e+02
1.5605000000e+00,4.6364265578e+02
1.5610000000e+00,4.6385844361e+02
1.5615000000e+00,4.6407421877e+02
1.5620000000e+00,4.6428998129e+02
1.5625000000e+00,4.6450573123e+02
1.5630000000e+00,4.6472146862e+02
1.5635000000e+00,4.6493719350e+02
1.5640000000e+00,4.6515290593e+02
1.5645000000e+00,4.6536860595e+02
1.5650000000e+00,4.6558429359e+02
1.5655000000e+00,4.6579996890e+02
1.5660000000e+00,4.6601563192e+02
1.5665000000e+00,4.6623128270e+02
1.5670000000e+00,4.6644692128e+02
1.5675000000e+00,4.6666254769e+02
1.5680000000e+00,4.6687816199e+02
1.5685000000e+00,4.6709376422e+02
1.5690000000e+00,4.6730935441e+02
1.5695000000e+00,4.6752493261e+02
1.5700000000e+00,4.6774049886e+02
1.5705000000e+00,4.6795605321e+02
1.5710000000e+00,4.6817159569e+02
1.5715000000e+00,4.6838712634e+02
1.5720000000e+00,4.6860264521e+02
1.5725000000e+00,4.6881815234e+02
1.5730000000e+00,4.6903364777e+02
1.5735000000e+00,4.6924913154e+02
1.5740000000e+00,4.6946460369e+02
1.5745000000e+00,4.6968006426e+02
1.5750000000e+00,4.6989551330e+02
1.5755000000e+00,4.7011095084e+02
1.5760000000e+00,4.7032637693e+02
1.5765000000e+00,4.7054179160e+02
1.5770000000e+00,4.7075719489e+02
1.5775000000e+00,4.7097258685e+02
1.5780000000e+00,4.7118796752e+02
1.5785000000e+00,4.7140333693e+02
1.5790000000e+00,4.7161869512e+02
1.5795000000e+00,4.7183404214e+02
1.5800000000e+00,4.7204937803e+02
1.5805000000e+00,4.7226470282e+02
1.5810000000e+00,4.7248001655e+02
1.5815000000e+00,4.7269531926e+02
1.5820000000e+00,4.7291061100e+02
1.5825000000e+00,4.7312589180e+02
1.5830000000e+00,4.7334116170e+02
1.5835000000e+00,4.7355642074e+02
1.5840000000e+00,4.7377166896e+02
1.5845000000e+00,4.7398690639e+02
1.5850000000e+00,4.7420213308e+02
1.5855000000e+00,4.7441734906e+02
1.5860000000e+00,4.7463255438e+02
1.5865000000e+00,4.7484774907e+02
1.5870000000e+00,4.7506293316e+02
1.5875000000e+00,4.7527810671e+02
1.5880000000e+00,4.7549326973e+02
1.5885000000e+00,4.7570842229e+02
1.5890000000e+00,4.7592356440e+02
1.5895000000e+00,4.7613869611e+02
1.5900000000e+00,4.7635381745e+02
1.5905000000e+00,4.7656892847e+02
1.5910000000e+00,4.7678402921e+02
1.5915000000e+00,4.7699911969e+02
1.5920000000e+00,4.7721419995e+02
1.5925000000e+00,4.7742927004e+02
1.5930000000e+00,4.7764432999e+02
1.5935000000e+00,4.7785937983e+02
1.5940000000e+00,4.7807441961e+02
1.5945000000e+00,4.7828944936e+02
1.5950000000e+00,4.7850446911e+02
1.5955000000e+00,4.7871947891e+02
1.5960000000e+00,4.7893447879e+02
1.5965000000e+00,4.7914946879e+02
1.5970000000e+00,4.7936444894e+02
1.5975000000e+00,4.7957941927e+02
1.5980000000e+00,4.7979437983e+02
1.5985000000e+00,4.8000933066e+02
1.5990000000e+00,4.8022427177e+02
1.5995000000e+00,4.8043920323e+02
1.6000000000e+00,4.8065412504e+02
1.6005000000e+00,4.8086903727e+02
1.6010000000e+00,4.8108393993e+02
1.6015000000e+00,4.8129883307e+02
1.6020000000e+00,4.8151371671e+02
1.6025000000e+00,4.8172859091e+02
1.6030000000e+00,4.8194345568e+02
1.6035000000e+00,4.8215831107e+02
1.6040000000e+00,4.8237315710e+02
1.6045000000e+00,4.8258799383e+02
1.6050000000e+00,4.8280282127e+02
1.6055000000e+00,4.8301763947e+02
1.6060000000e+00,4.8323244845e+02
1.6065000000e+00,4.8344724827e+02
1.6070000000e+00,4.8366203893e+02
1.6075000000e+00,4.8387682050e+02
1.6080000000e+00,4.8409159298e+02
1.6085000000e+00,4.8430635643e+02
1.6090000000e+00,4.8452111088e+02
1.6095000000e+00,4.8473585635e+02
1.6100000000e+00,4.8495059288e+02
1.6105000000e+00,4.8516532052e+02
1.6110000000e+00,4.8538003928e+02
1.6115000000e+00,4.8559474920e+02
1.6120000000e+00,4.8580945033e+02
1.6125000000e+00,4.8602414268e+02
1.6130000000e+00,4.8623882630e+02
1.6135000000e+00,4.8645350122e+02
1.6140000000e+00,4.8666816746e+02
1.6145000000e+00,4.8688282507e+02
1.6150000000e+00,4.8709747408e+02
1.6155000000e+00,4.8731211452e+02
1.6160000000e+00,4.8752674642e+02
1.6165000000e+00,4.8774136981e+02
1.6170000000e+00,4.8795598473e+02
1.6175000000e+00,4.8817059122e+02
1.6180000000e+00,4.8838518929e+02
1.6185000000e+00,4.8859977900e+02
1.6190000000e+00,4.8881436036e+02
1.6195000000e+00,4.8902893341e+02
1.6200000000e+00,4.8924349818e+02
1.6205000000e+00,4.8945805470e+02
1.6210000000e+00,4.8967260302e+02
1.6215000000e+00,4.8988714315e+02
1.6220000000e+00,4.9010167513e+02
1.6225000000e+00,4.9031619899e+02
1.6230000000e+00,4.9053071477e+02
1.6235000000e+00,4.9074522249e+02
1.6240000000e+00,4.9095972219e+02
1.6245000000e+00,4.9117421390e+02
1.6250000000e+00,4.9138869764e+02
1.6255000000e+00,4.9160317346e+02
1.6260000000e+00,4.9181764138e+02
1.6265000000e+00,4.9203210143e+02
1.6270000000e+00,4.9224655365e+02
1.6275000000e+00,4.9246099806e+02
1.6280000000e+00,4.9267543470e+02
1.6285000000e+00,4.9288986359e+02
1.6290000000e+00,4.9310428477e+02
1.6295000000e+00,4.9331869827e+02
1.6300000000e+00,4.9353310412e+02
1.6305000000e+00,4.9374750235e+02
1.6310000000e+00,4.9396189299e+02
1.6315000000e+00,4.9417627607e+02
1.6320000000e+00,4.9439065161e+02
1.6325000000e+00,4.9460501966e+02
1.6330000000e+00,4.9481938024e+02
1.6335000000e+00,4.9503373338e+02
1.6340000000e+00,4.9524807911e+02
1.6345000000e+00,4.9546241746e+02
1.6350000000e+00,4.9567674846e+02
1.6355000000e+00,4.9589107214e+02
1.6360000000e+00,4.9610538853e+02
1.6365000000e+00,4.9631969766e+02
1.6370000000e+00,4.9653399956e+02
1.6375000000e+00,4.9674829425e+02
1.6380000000e+00,4.9696258177e+02
1.6385000000e+00,4.9717686215e+02
1.6390000000e+00,4.9739113542e+02
1.6395000000e+00,4.9760540160e+02
1.6400000000e+00,4.9781966072e+02
1.6405000000e+00,4.9803391282e+02
1.6410000000e+00,4.9824815792e+02
1.6415000000e+00,4.9846239605e+02
1.6420000000e+00,4.9867662724e+02
1.6425000000e+00,4.9889085151e+02
1.6430000000e+00,4.9910506891e+02
1.6435000000e+00,4.9931927945e+02
1.6440000000e+00,4.9953348316e+02
1.6445000000e+00,4.9974768007e+02
1.6450000000e+00,4.9996187022e+02
1.6455000000e+00,5.0017605362e+02
1.6460000000e+00,5.0039023031e+02
1.6465000000e+00,5.0060440032e+02
1.6470000000e+00,5.0081856367e+02
1.6475000000e+00,5.0103272039e+02
1.6480000000e+00,5.0124687051e+02
1.6485000000e+00,5.0146101405e+02
1.6490000000e+00,5.0167515105e+02
1.6495000000e+00,5.0188928153e+02
1.6500000000e+00,5.0210340553e+02
1.6505000000e+00,5.0231752306e+02
1.6510000000e+00,5.0253163415e+02
1.6515000000e+00,5.0274573884e+02
1.6520000000e+00,5.0295983714e+02
1.6525000000e+00,5.0317392910e+02
1.6530000000e+00,5.0338801472e+02
1.6535000000e+00,5.0360209405e+02
1.6540000000e+00,5.0381616711e+02
1.6545000000e+00,5.0403023392e+02
1.6550000000e+00,5.0424429451e+02
1.6555000000e+00,5.0445834891e+02
1.6560000000e+00,5.0467239715e+02
1.6565000000e+00,5.0488643925e+02
1.6570000000e+00,5.0510047524e+02
1.6575000000e+00,5.0531450515e+02
1.6580000000e+00,5.0552852900e+02
1.6585000000e+00,5.0574254682e+02
1.6590000000e+00,5.0595655863e+02
1.6595000000e+00,5.0617056446e+02
1.6600000000e+00,5.0638456434e+02
1.6605000000e+00,5.0659855830e+02
1.6610000000e+00,5.0681254636e+02
1.6615000000e+00,5.0702652854e+02
1.6620000000e+00,5.0724050487e+02
1.6625000000e+00,5.0745447538e+02
1.6630000000e+00,5.0766844010e+02
1.6635000000e+00,5.0788239905e+02
1.6640000000e+00,5.0809635225e+02
1.6645000000e+00,5.0831029973e+02
1.6650000000e+00,5.0852424152e+02
1.6655000000e+00,5.0873817764e+02
1.6660000000e+00,5.0895210812e+02
1.6665000000e+00,5.0916603298e+02
1.6670000000e+00,5.0937995226e+02
1.6675000000e+00,5.0959386596e+02
1.6680000000e+00,5.0980777413e+02
1.6685000000e+00,5.1002167678e+02
1.6690000000e+00,5.1023557393e+02
1.6695000000e+00,5.1044946563e+02
1.6700000000e+00,5.1066335188e+02
1.6705000000e+00,5.1087723272e+02
1.6710000000e+00,5.1109110816e+02
1.6715000000e+00,5.1130497824e+02
1.6720000000e+00,5.1151884298e+02
1.6725000000e+00,5.1173270241e+02
1.6730000000e+00,5.1194655654e+02
1.6735000000e+00,5.1216040540e+02
1.6740000000e+00,5.1237424902e+02
1.6745000000e+00,5.1258808742e+02
1.6750000000e+00,5.1280192063e+02
1.6755000000e+00,5.1301574867e+02
1.6760000000e+00,5.1322957156e+02
1.6765000000e+00,5.1344338933e+02
1.6770000000e+00,5.1365720200e+02
1.6775000000e+00,5.1387100961e+02
1.6780000000e+00,5.1408481216e+02
1.6785000000e+00,5.1429860968e+02
1.6790000000e+00,5.1451240221e+02
1.6795000000e+00,5.1472618976e+02
1.6800000000e+00,5.1493997235e+02
1.6805000000e+00,5.1515375001e+02
1.6810000000e+00,5.1536752277e+02
1.6815000000e+00,5.1558129065e+02
1.6820000000e+00,5.1579505366e+02
1.6825000000e+00,5.1600881184e+02
1.6830000000e+00,5.1622256521e+02
1.6835000000e+00,5.1643631379e+02
1.6840000000e+00,5.1665005760e+02
1.6845000000e+00,5.1686379667e+02
1.6850000000e+00,5.1707753102e+02
1.6855000000e+00,5.1729126068e+02
1.6860000000e+00,5.1750498566e+02
1.6865000000e+00,5.1771870599e+02
1.6870000000e+00,5.1793242170e+02
1.6875000000e+00,5.1814613280e+02
1.6880000000e+00,5.1835983932e+02
1.6885000000e+00,5.1857354128e+02
1.6890000000e+00,5.1878723871e+02
1.6895000000e+00,5.1900093162e+02
1.6900000000e+00,5.1921462004e+02
1.6905000000e+00,5.1942830400e+02
1.6910000000e+00,5.1964198350e+02
1.6915000000e+00,5.1985565859e+02
1.6920000000e+00,5.2006932928e+02
1.6925000000e+00,5.2028299558e+02
1.6930000000e+00,5.2049665753e+02
1.6935000000e+00,5.2071031515e+02
1.6940000000e+00,5.2092396846e+02
1.6945000000e+00,5.2113761748e+02
1.6950000000e+00,5.2135126223e+02
1.6955000000e+00,5.2156490273e+02
1.6960000000e+00,5.2177853901e+02
1.6965000000e+00,5.2199217109e+02
1.6970000000e+00,5.2220579899e+02
1.6975000000e+00,5.2241942274e+02
1.6980000000e+00,5.2263304234e+02
1.6985000000e+00,5.2284665783e+02
1.6990000000e+00,5.2306026923e+02
1.6995000000e+00,5.2327387656e+02
1.7000000000e+00,5.2348747984e+02
1.7005000000e+00,5.2370107909e+02
1.7010000000e+00,5.2391467434e+02
1.7015000000e+00,5.2412826560e+02
1.7020000000e+00,5.2434185290e+02
1.7025000000e+00,5.2455543625e+02
1.7030000000e+00,5.2476901568e+02
1.7035000000e+00,5.2498259121e+02
1.7040000000e+00,5.2519616286e+02
1.7045000000e+00,5.2540973066e+02
1.7050000000e+00,5.2562329462e+02
1.7055000000e+00,5.2583685476e+02
1.7060000000e+00,5.2605041110e+02
1.7065000000e+00,5.2626396368e+02
1.7070000000e+00,5.2647751250e+02
1.7075000000e+00,5.2669105758e+02
1.7080000000e+00,5.2690459895e+02
1.7085000000e+00,5.2711813664e+02
1.7090000000e+00,5.2733167065e+02
1.7095000000e+00,5.2754520101e+02
1.7100000000e+00,5.2775872774e+02
1.7105000000e+00,5.2797225087e+02
1.7110000000e+00,5.2818577040e+02
1.7115000000e+00,5.2839928636e+02
1.7120000000e+00,5.2861279878e+02
1.7125000000e+00,5.2882630767e+02
1.7130000000e+00,5.2903981305e+02
1.7135000000e+00,5.2925331495e+02
1.7140000000e+00,5.2946681337e+02
1.7145000000e+00,5.2968030835e+02
1.7150000000e+00,5.2989379990e+02
1.7155000000e+00,5.3010728805e+02
1.7160000000e+00,5.3032077280e+02
1.7165000000e+00,5.3053425419e+02
1.7170000000e+00,5.3074773223e+02
1.7175000000e+00,5.3096120695e+02
1.7180000000e+00,5.3117467835e+02
1.7185000000e+00,5.3138814647e+02
1.7190000000e+00,5.3160161132e+02
1.7195000000e+00,5.3181507291e+02
1.7200000000e+00,5.3202853128e+02
1.7205000000e+00,5.3224198644e+02
1.7210000000e+00,5.3245543840e+02
1.7215000000e+00,5.3266888720e+02
1.7220000000e+00,5.3288233284e+02
1.7225000000e+00,5.3309577535e+02
1.7230000000e+00,5.3330921474e+02
1.7235000000e+00,5.3352265105e+02
1.7240000000e+00,5.3373608427e+02
1.7245000000e+00,5.3394951444e+02
1.7250000000e+00,5.3416294157e+02
1.7255000000e+00,5.3437636568e+02
1.7260000000e+00,5.3458978680e+02
1.7265000000e+00,5.3480320493e+02
1.7270000000e+00,5.3501662010e+02
1.7275000000e+00,5.3523003233e+02
1.7280000000e+00,5.3544344164e+02
1.7285000000e+00,5.3565684804e+02
1.7290000000e+00,5.3587025155e+02
1.7295000000e+00,5.3608365220e+02
1.7300000000e+00,5.3629704999e+02
1.7305000000e+00,5.3651044496e+02
1.7310000000e+00,5.3672383711e+02
1.7315000000e+00,5.3693722647e+02
1.7320000000e+00,5.3715061305e+02
1.7325000000e+00,5.3736399688e+02
1.7330000000e+00,5.3757737797e+02
1.7335000000e+00,5.3779075634e+02
1.7340000000e+00,5.3800413200e+02
1.7345000000e+00,5.3821750498e+02
1.7350000000e+00,5.3843087530e+02
1.7355000000e+00,5.3864424297e+02
1.7360000000e+00,5.3885760801e+02
1.7365000000e+00,5.3907097044e+02
1.7370000000e+00,5.3928433027e+02
1.7375000000e+00,5.3949768753e+02
1.7380000000e+00,5.3971104223e+02
1.7385000000e+00,5.3992439439e+02
1.7390000000e+00,5.4013774402e+02
1.7395000000e+00,5.4035109116e+02
1.7400000000e+00,5.4056443580e+02
1.7405000000e+00,5.4077777798e+02
1.7410000000e+00,5.4099111771e+02
1.7415000000e+00,5.4120445500e+02
1.7420000000e+00,5.4141778988e+02
1.7425000000e+00,5.4163112235e+02
1.7430000000e+00,5.4184445245e+02
1.7435000000e+00,5.4205778018e+02
1.7440000000e+00,5.4227110557e+02
1.7445000000e+00,5.4248442862e+02
1.7450000000e+00,5.4269774937e+02
1.7455000000e+00,5.4291106782e+02
1.7460000000e+00,5.4312438399e+02
1.7465000000e+00,5.4333769790e+02
1.7470000000e+00,5.4355100957e+02
1.7475000000e+00,5.4376431901e+02
1.7480000000e+00,5.4397762624e+02
1.7485000000e+00,5.4419093129e+02
1.7490000000e+00,5.4440423415e+02
1.7495000000e+00,5.4461753486e+02
1.7500000000e+00,5.4483083343e+02
1.7505000000e+00,5.4504412987e+02
1.7510000000e+00,5.4525742420e+02
1.7515000000e+00,5.4547071645e+02
1.7520000000e+00,5.4568400661e+02
1.7525000000e+00,5.4589729473e+02
1.7530000000e+00,5.4611058080e+02
1.7535000000e+00,5.4632386484e+02
1.7540000000e+00,5.4653714688e+02
1.7545000000e+00,5.4675042693e+02
1.7550000000e+00,5.4696370500e+02
1.7555000000e+00,5.4717698111e+02
1.7560000000e+00,5.4739025528e+02
1.7565000000e+00,5.4760352753e+02
1.7570000000e+00,5.4781679787e+02
1.7575000000e+00,5.4803006631e+02
1.7580000000e+00,5.4824333288e+02
1.7585000000e+00,5.4845659758e+02
1.7590000000e+00,5.4866986044e+02
1.7595000000e+00,5.4888312148e+02
1.7600000000e+00,5.4909638070e+02
1.7605000000e+00,5.4930963812e+02
1.7610000000e+00,5.4952289377e+02
1.7615000000e+00,5.4973614765e+02
1.7620000000e+00,5.4994939978e+02
1.7625000000e+00,5.5016265018e+02
1.7630000000e+00,5.5037589886e+02
1.7635000000e+00,5.5058914584e+02
1.7640000000e+00,5.5080239114e+02
1.7645000000e+00,5.5101563476e+02
1.7650000000e+00,5.5122887673e+02
1.7655000000e+00,5.5144211707e+02
1.7660000000e+00,5.5165535578e+02
1.7665000000e+00,5.5186859289e+02
1.7670000000e+00,5.5208182840e+02
1.7675000000e+00,5.5229506234e+02
1.7680000000e+00,5.5250829472e+02
1.7685000000e+00,5.5272152555e+02
1.7690000000e+00,5.5293475485e+02
1.7695000000e+00,5.5314798264e+02
1.7700000000e+00,5.5336120893e+02
1.7705000000e+00,5.5357443374e+02
1.7710000000e+00,5.5378765708e+02
1.7715000000e+00,5.5400087896e+02
1.7720000000e+00,5.5421409941e+02
1.7725000000e+00,5.5442731843e+02
1.7730000000e+00,5.5464053605e+02
1.7735000000e+00,5.5485375227e+02
1.7740000000e+00,5.5506696712e+02
1.7745000000e+00,5.5528018060e+02
1.7750000000e+00,5.5549339274e+02
1.7755000000e+00,5.5570660354e+02
1.7760000000e+00,5.5591981303e+02
1.7765000000e+00,5.5613302121e+02
